date,time,amp1,amp2,amp3,v1,v2,v3
05.09.22,19:00:01,0.09,0.11,0.04,28.05,28.73,26.64
05.09.22,20:00:01,0.08,0.09,0.05,6.15,5.60,4.93
05.09.22,21:00:01,0.08,0.09,0.05,0.00,0.08,0.00
05.09.22,22:00:01,0.08,0.09,0.05,0.00,0.05,0.00
05.09.22,23:00:01,0.08,0.10,0.05,0.00,0.04,0.00
06.09.22,00:00:01,0.08,0.10,0.05,0.00,0.03,0.00
06.09.22,01:00:01,0.08,0.10,0.05,0.00,0.02,0.00
06.09.22,02:00:01,0.09,0.10,0.05,0.00,0.02,0.00
06.09.22,03:00:01,0.08,0.10,0.05,0.00,0.03,0.00
06.09.22,04:00:02,0.09,0.10,0.05,0.00,0.02,0.00
06.09.22,05:00:01,0.09,0.10,0.06,2.75,1.97,1.38
06.09.22,06:00:01,0.00,0.02,0.06,26.96,24.93,22.58
06.09.22,07:00:01,0.56,0.39,0.06,29.20,27.19,24.77
06.09.22,08:00:01,1.07,0.70,0.06,33.79,27.53,25.08
06.09.22,09:00:02,1.24,1.88,0.06,37.35,31.68,29.03
06.09.22,10:00:01,1.27,3.01,0.06,36.80,35.04,32.19
06.09.22,11:00:01,1.14,2.84,0.06,36.82,35.49,32.60
06.09.22,13:00:01,1.00,3.25,0.05,36.51,35.28,32.44
06.09.22,14:00:01,0.97,3.44,0.04,36.26,34.83,32.02
06.09.22,15:00:01,0.97,3.66,0.04,36.18,34.45,31.69
06.09.22,16:00:01,0.99,3.42,0.04,35.93,32.35,29.65
06.09.22,17:00:01,1.01,3.76,0.04,35.94,31.60,28.92
06.09.22,18:00:01,0.75,1.21,0.03,30.33,28.54,25.93
06.09.22,19:00:01,0.10,0.12,0.04,27.93,26.62,24.16
06.09.22,20:00:01,0.08,0.08,0.04,4.91,4.27,3.59
06.09.22,21:00:01,0.08,0.09,0.05,0.00,0.05,0.00
06.09.22,22:00:01,0.08,0.09,0.05,0.00,0.05,0.00
06.09.22,23:00:01,0.08,0.09,0.05,0.00,0.04,0.00
07.09.22,00:00:01,0.08,0.09,0.05,0.00,0.03,0.00
07.09.22,01:00:01,0.08,0.09,0.05,0.03,0.05,0.00
07.09.22,02:00:02,0.08,0.09,0.05,0.00,0.04,0.00
07.09.22,03:00:01,0.08,0.09,0.05,0.00,0.04,0.00
07.09.22,04:00:02,0.08,0.09,0.05,0.00,0.04,0.00
07.09.22,05:00:01,0.09,0.09,0.05,2.80,1.79,1.23
07.09.22,06:00:01,0.00,0.02,0.06,27.65,24.80,22.41
07.09.22,07:00:01,0.44,0.30,0.06,29.01,27.18,24.69
07.09.22,08:00:01,1.24,0.94,0.06,33.69,28.21,25.65
07.09.22,09:00:01,1.30,2.00,0.06,37.15,33.55,30.72
07.09.22,10:00:01,1.31,1.30,0.06,36.61,36.84,33.82
07.09.22,11:00:01,1.17,0.99,0.05,36.52,37.20,34.18
07.09.22,12:00:01,1.04,0.93,0.05,36.31,36.92,33.95
07.09.22,13:00:02,1.00,0.87,0.05,36.68,37.27,34.35
07.09.22,14:00:01,1.00,0.86,0.05,35.85,36.31,33.52
07.09.22,15:00:01,1.02,0.84,0.04,35.50,36.19,33.42
07.09.22,16:00:01,1.01,0.80,0.04,36.02,36.99,34.14
07.09.22,17:00:01,1.04,0.80,0.03,35.52,37.03,34.18
07.09.22,18:00:01,0.70,0.66,0.03,29.85,33.63,30.88
07.09.22,19:00:01,0.06,0.07,0.04,27.31,28.31,25.77
07.09.22,20:00:01,0.08,0.09,0.04,4.15,3.54,2.88
07.09.22,21:00:01,0.08,0.09,0.05,0.02,0.11,0.00
07.09.22,22:00:01,0.08,0.09,0.05,0.08,0.17,0.00
07.09.22,23:00:01,0.08,0.09,0.05,0.10,0.20,0.00
08.09.22,00:00:01,0.08,0.09,0.05,0.02,0.17,0.00
08.09.22,01:00:01,0.08,0.09,0.05,0.00,0.08,0.00
08.09.22,02:00:01,0.08,0.09,0.05,0.00,0.02,0.00
08.09.22,03:00:01,0.09,0.09,0.05,0.00,0.02,0.00
08.09.22,04:00:01,0.08,0.09,0.05,0.00,0.02,0.00
08.09.22,05:00:01,0.08,0.10,0.05,2.60,1.67,1.11
08.09.22,06:00:01,0.02,0.03,0.06,27.22,24.64,22.26
08.09.22,07:00:01,0.34,0.26,0.06,28.53,27.01,24.51
08.09.22,08:00:01,0.80,0.48,0.06,31.95,27.61,25.06
08.09.22,09:00:01,1.31,1.64,0.05,36.27,30.04,27.39
08.09.22,10:00:01,1.36,3.33,0.06,36.81,35.51,32.76
08.09.22,11:00:01,1.38,2.93,0.05,36.81,36.14,33.45
08.09.22,12:00:01,1.16,2.72,0.05,36.50,35.74,33.08
08.09.22,13:00:01,1.10,0.85,0.04,36.56,36.84,34.15
08.09.22,14:00:01,1.07,0.83,0.04,36.30,36.50,33.83
08.09.22,15:00:01,1.07,0.80,0.03,36.00,36.28,33.62
08.09.22,16:00:02,1.10,0.80,0.03,35.76,36.36,33.70
08.09.22,17:00:01,1.12,0.80,0.02,35.58,37.06,34.37
08.09.22,18:00:01,0.50,0.55,0.03,28.75,30.53,28.14
08.09.22,19:00:01,0.04,0.06,0.03,27.08,26.98,24.74
08.09.22,20:00:01,0.07,0.08,0.04,3.41,2.74,2.25
08.09.22,21:00:01,0.07,0.08,0.04,0.05,0.09,0.00
08.09.22,22:00:01,0.07,0.08,0.04,0.04,0.10,0.00
08.09.22,23:00:01,0.07,0.08,0.04,0.10,0.16,0.00
09.09.22,00:00:01,0.07,0.08,0.04,0.16,0.25,0.00
09.09.22,01:00:01,0.07,0.08,0.04,0.22,0.21,0.00
09.09.22,02:00:01,0.07,0.08,0.04,0.32,0.10,0.00
09.09.22,03:00:01,0.07,0.09,0.04,0.23,0.07,0.00
09.09.22,04:00:01,0.08,0.08,0.04,0.09,0.03,0.00
09.09.22,05:00:01,0.08,0.09,0.05,1.58,0.97,0.55
09.09.22,06:00:01,0.03,0.04,0.05,26.48,23.79,21.46
09.09.22,07:00:01,0.48,0.34,0.05,28.78,27.06,24.59
09.09.22,08:00:01,1.13,0.89,0.05,33.11,28.30,25.75
09.09.22,09:00:01,1.42,1.92,0.05,36.61,32.71,29.94
09.09.22,10:00:01,1.41,1.46,0.04,36.66,36.87,33.80
09.09.22,11:00:01,1.30,1.05,0.04,36.71,37.37,34.22
09.09.22,12:00:01,1.11,0.98,0.04,36.42,36.85,33.88
09.09.22,13:00:01,1.07,0.92,0.04,36.46,36.74,33.81
09.09.22,14:00:01,1.06,0.89,0.04,36.02,36.28,33.45
09.09.22,15:00:01,1.07,0.84,0.03,36.10,36.79,33.96
09.09.22,16:00:01,1.08,0.82,0.03,35.81,36.87,34.07
09.09.22,17:00:01,1.10,0.81,0.03,33.81,36.51,33.77
09.09.22,18:00:01,0.77,0.70,0.03,29.55,32.37,29.75
09.09.22,19:00:02,0.03,0.04,0.03,25.65,25.75,23.44
09.09.22,20:00:01,0.07,0.08,0.04,2.32,1.29,0.81
09.09.22,21:00:01,0.07,0.08,0.04,0.41,0.15,0.00
09.09.22,22:00:01,0.07,0.08,0.04,0.41,0.15,0.00
09.09.22,23:00:01,0.08,0.09,0.04,0.58,0.24,0.00
10.09.22,00:00:01,0.08,0.08,0.04,0.70,0.32,0.00
10.09.22,02:00:01,0.08,0.08,0.04,0.75,0.37,0.00
10.09.22,03:00:01,0.08,0.09,0.04,0.70,0.35,0.00
10.09.22,04:00:01,0.08,0.09,0.05,0.79,0.39,0.00
10.09.22,05:00:02,0.08,0.09,0.05,1.39,0.76,0.14
10.09.22,06:00:01,0.07,0.07,0.05,24.28,22.18,19.88
10.09.22,07:00:02,0.07,0.05,0.05,28.45,25.95,23.50
10.09.22,08:00:01,0.80,0.64,0.05,29.53,27.48,24.95
10.09.22,09:00:01,0.91,0.79,0.05,30.91,27.18,24.65
10.09.22,10:00:01,1.41,2.83,0.05,36.65,33.22,30.39
10.09.22,11:00:01,1.45,3.15,0.05,36.62,35.35,32.32
10.09.22,12:00:01,1.50,2.67,0.05,35.27,33.39,30.39
10.09.22,13:00:01,1.19,3.18,0.04,35.66,34.15,31.12
10.09.22,14:00:01,1.13,3.54,0.04,36.30,33.41,30.47
10.09.22,15:00:01,1.11,1.33,0.03,36.35,36.59,33.55
10.09.22,16:00:01,1.11,0.89,0.03,36.40,37.33,34.39
10.09.22,17:00:01,1.13,0.84,0.03,34.28,37.14,34.30
10.09.22,18:00:01,0.43,0.48,0.03,28.67,29.57,27.09
10.09.22,19:00:01,0.01,0.00,0.03,27.25,27.12,24.76
10.09.22,20:00:01,0.07,0.08,0.04,2.33,1.75,1.30
10.09.22,21:00:01,0.07,0.08,0.04,0.14,0.13,0.00
10.09.22,22:00:01,0.07,0.08,0.04,0.39,0.37,0.00
11.09.22,00:00:01,0.08,0.08,0.04,0.65,0.64,0.01
11.09.22,01:00:01,0.08,0.09,0.04,0.78,0.80,0.11
11.09.22,02:00:01,0.08,0.08,0.04,0.75,0.82,0.15
11.09.22,03:00:01,0.08,0.09,0.04,0.63,0.68,0.04
11.09.22,04:00:01,0.08,0.09,0.04,0.42,0.51,0.01
11.09.22,05:00:01,0.08,0.09,0.05,1.62,1.07,0.48
11.09.22,06:00:01,0.03,0.04,0.05,26.01,23.11,20.78
11.09.22,07:00:01,0.29,0.26,0.05,29.07,27.06,24.55
11.09.22,08:00:01,0.80,0.68,0.05,32.33,27.90,25.32
11.09.22,09:00:01,1.33,1.75,0.05,35.97,31.88,29.01
11.09.22,10:00:02,1.44,1.24,0.05,36.86,37.00,33.83
11.09.22,11:00:01,1.40,1.02,0.05,36.94,37.68,34.49
11.09.22,13:00:01,1.07,0.94,0.04,37.13,37.38,34.24
11.09.22,14:00:01,1.03,0.89,0.04,36.91,37.08,34.15
11.09.22,15:00:01,1.03,0.86,0.03,36.80,37.03,33.98
11.09.22,16:00:01,1.03,0.83,0.02,36.75,37.30,34.32
11.09.22,17:00:01,1.07,0.81,0.02,36.27,37.73,34.80
11.09.22,18:00:01,0.68,0.62,0.03,30.51,34.92,32.15
11.09.22,19:00:01,0.02,0.01,0.04,25.93,26.35,23.97
11.09.22,20:00:01,0.07,0.08,0.04,1.54,1.05,0.75
11.09.22,21:00:01,0.07,0.08,0.04,0.02,0.06,0.00
11.09.22,22:00:01,0.07,0.08,0.04,0.24,0.15,0.00
11.09.22,23:00:01,0.07,0.08,0.04,0.43,0.34,0.00
12.09.22,00:00:01,0.07,0.08,0.04,0.56,0.47,0.00
12.09.22,01:00:01,0.07,0.08,0.04,0.62,0.55,0.00
12.09.22,03:00:01,0.07,0.08,0.04,0.60,0.57,0.00
12.09.22,04:00:01,0.08,0.09,0.04,0.52,0.54,0.00
12.09.22,05:00:01,0.08,0.09,0.05,1.78,1.24,0.51
12.09.22,06:00:01,0.02,0.03,0.05,26.52,22.79,20.39
12.09.22,07:00:01,0.51,0.38,0.05,29.38,27.26,24.62
12.09.22,08:00:01,1.13,0.93,0.05,33.29,27.61,25.04
12.09.22,09:00:01,1.40,1.96,0.05,36.95,34.03,31.21
12.09.22,10:00:02,1.43,2.85,0.04,37.19,35.85,32.92
12.09.22,11:00:01,1.36,2.78,0.04,37.13,36.42,33.45
12.09.22,12:00:02,1.11,2.94,0.04,37.36,36.50,33.50
12.09.22,13:00:01,1.08,3.22,0.04,36.94,35.44,32.53
12.09.22,14:00:01,1.07,3.46,0.04,36.82,35.41,32.59
12.09.22,15:00:01,1.08,1.40,0.02,36.62,36.74,33.89
12.09.22,16:00:01,1.11,0.93,0.02,36.35,36.99,34.14
12.09.22,17:00:01,1.13,0.89,0.01,34.00,36.74,33.94
12.09.22,18:00:01,0.55,0.65,0.02,29.24,32.96,30.34
12.09.22,19:00:01,0.03,0.02,0.03,24.43,24.01,21.80
12.09.22,20:00:01,0.06,0.07,0.03,0.92,0.53,0.32
12.09.22,21:00:01,0.07,0.08,0.03,0.02,0.05,0.00
12.09.22,22:00:01,0.07,0.08,0.04,0.13,0.06,0.00
12.09.22,23:00:01,0.07,0.08,0.04,0.12,0.06,0.00
13.09.22,00:00:01,0.07,0.08,0.04,0.28,0.16,0.00
13.09.22,02:00:01,0.07,0.08,0.04,0.93,0.42,0.00
13.09.22,03:00:01,0.07,0.08,0.04,0.93,0.44,0.00
13.09.22,04:00:01,0.07,0.08,0.04,0.84,0.38,0.00
13.09.22,05:00:01,0.07,0.08,0.04,0.88,0.44,0.03
13.09.22,06:00:01,0.06,0.06,0.05,22.21,18.66,16.51
13.09.22,07:00:01,0.35,0.26,0.05,28.31,26.33,23.89
13.09.22,08:00:01,0.76,0.64,0.05,30.98,27.19,24.91
13.09.22,09:00:02,1.28,1.34,0.05,36.25,30.41,28.00
13.09.22,10:00:01,1.45,1.42,0.04,37.06,37.61,34.82
13.09.22,11:00:02,1.51,0.98,0.04,36.61,37.43,34.59
13.09.22,12:00:01,1.27,0.89,0.04,36.83,37.46,34.68
13.09.22,13:00:01,1.17,0.85,0.04,36.41,37.19,34.33
13.09.22,14:00:01,1.15,0.82,0.04,36.08,36.83,34.06
13.09.22,15:00:01,1.15,0.79,0.04,35.54,36.47,33.75
13.09.22,17:00:01,1.03,0.74,0.04,30.95,32.52,29.73
13.09.22,18:00:01,0.21,0.17,0.04,28.77,28.84,26.28
13.09.22,19:00:01,0.07,0.08,0.04,21.96,21.59,19.41
13.09.22,20:00:01,0.08,0.08,0.04,0.74,0.30,0.07
13.09.22,21:00:01,0.08,0.09,0.04,0.28,0.09,0.00
13.09.22,22:00:01,0.08,0.09,0.04,0.29,0.10,0.00
14.09.22,00:00:01,0.08,0.09,0.05,0.44,0.16,0.00
14.09.22,01:00:01,0.08,0.09,0.05,0.53,0.22,0.00
14.09.22,02:00:01,0.08,0.09,0.05,0.55,0.23,0.00
14.09.22,03:00:01,0.08,0.09,0.05,0.48,0.20,0.00
14.09.22,04:00:01,0.08,0.09,0.05,0.53,0.22,0.00
14.09.22,05:00:01,0.08,0.09,0.05,0.68,0.32,0.00
14.09.22,06:00:01,0.08,0.09,0.05,19.98,16.96,14.90
14.09.22,07:00:02,0.13,0.09,0.05,28.38,24.01,21.60
14.09.22,08:00:01,0.68,0.52,0.05,29.63,24.52,22.08
14.09.22,09:00:01,0.96,0.79,0.06,30.10,27.01,24.44
14.09.22,10:00:01,1.22,0.95,0.05,31.12,30.16,27.40
14.09.22,11:00:01,1.33,1.67,0.05,35.55,32.54,29.62
14.09.22,12:00:01,1.35,1.14,0.05,36.89,37.17,33.81
14.09.22,13:00:01,1.11,0.92,0.05,36.85,37.25,33.89
14.09.22,14:00:01,1.03,0.84,0.05,37.03,37.42,34.16
14.09.22,15:00:01,1.05,0.82,0.05,35.43,36.18,32.97
14.09.22,16:00:01,1.04,0.84,0.05,35.12,36.11,33.00
14.09.22,17:00:01,0.97,0.75,0.04,34.60,37.51,34.42
14.09.22,18:00:01,0.57,0.65,0.05,29.97,33.38,30.63
14.09.22,19:00:01,0.03,0.01,0.05,23.42,23.53,21.12
14.09.22,20:00:01,0.08,0.09,0.05,0.91,0.47,0.20
14.09.22,21:00:01,0.08,0.09,0.05,0.02,0.06,0.00
14.09.22,22:00:01,0.08,0.09,0.05,0.03,0.05,0.00
14.09.22,23:00:01,0.08,0.09,0.05,0.12,0.05,0.00
15.09.22,00:00:01,0.08,0.09,0.05,0.21,0.08,0.00
15.09.22,01:00:01,0.08,0.09,0.05,0.29,0.12,0.00
15.09.22,02:00:01,0.08,0.09,0.05,0.35,0.15,0.00
15.09.22,03:00:01,0.08,0.10,0.05,0.46,0.20,0.00
15.09.22,04:00:01,0.09,0.09,0.05,0.41,0.20,0.00
15.09.22,05:00:01,0.08,0.10,0.05,0.61,0.33,0.01
15.09.22,06:00:01,0.06,0.07,0.06,22.01,18.53,16.26
15.09.22,07:00:01,0.40,0.29,0.06,29.30,24.34,21.79
15.09.22,08:00:02,0.65,0.50,0.06,31.20,24.45,21.95
15.09.22,09:00:01,1.23,1.56,0.06,37.22,33.45,30.55
15.09.22,10:00:01,1.33,3.42,0.06,37.22,36.15,33.04
15.09.22,11:00:01,1.37,4.81,0.07,36.86,34.81,31.70
15.09.22,12:00:01,1.11,1.76,0.05,37.03,36.90,33.85
15.09.22,13:00:01,1.05,0.88,0.05,36.89,37.11,34.02
15.09.22,14:00:01,1.04,0.85,0.05,36.53,36.59,33.58
15.09.22,15:00:01,1.03,0.81,0.04,36.65,36.85,33.83
15.09.22,16:00:01,1.05,0.77,0.03,36.55,37.07,34.06
15.09.22,17:00:01,1.08,0.75,0.02,35.32,37.39,34.39
15.09.22,18:00:01,0.41,0.47,0.04,29.08,30.34,27.67
15.09.22,19:00:01,0.05,0.05,0.04,22.91,22.99,20.71
15.09.22,20:00:01,0.08,0.09,0.05,0.48,0.30,0.12
15.09.22,21:00:01,0.08,0.09,0.04,0.00,0.04,0.00
15.09.22,22:00:01,0.08,0.09,0.05,0.00,0.02,0.00
15.09.22,23:00:01,0.08,0.09,0.05,0.00,0.03,0.00
16.09.22,00:00:01,0.08,0.09,0.05,0.07,0.04,0.00
16.09.22,01:00:02,0.08,0.09,0.05,0.15,0.06,0.00
16.09.22,02:00:01,0.08,0.09,0.05,0.20,0.08,0.00
16.09.22,03:00:01,0.08,0.09,0.05,0.21,0.09,0.00
16.09.22,04:00:01,0.08,0.09,0.06,0.24,0.11,0.00
16.09.22,05:00:01,0.09,0.09,0.06,0.55,0.26,0.00
16.09.22,06:00:01,0.08,0.09,0.06,19.71,15.82,13.69
16.09.22,07:00:01,0.16,0.11,0.06,28.30,24.39,21.80
16.09.22,09:00:01,0.90,0.75,0.06,30.29,29.09,26.27
16.09.22,10:00:01,1.47,1.40,0.06,34.39,30.33,27.48
16.09.22,11:00:02,1.42,1.77,0.06,36.40,33.91,30.90
16.09.22,12:00:01,1.35,0.86,0.06,36.55,37.54,34.47
16.09.22,13:00:01,1.08,0.85,0.05,36.97,37.58,34.61
16.09.22,14:00:01,1.05,0.77,0.05,36.82,37.46,34.46
16.09.22,15:00:01,1.05,0.79,0.06,31.64,33.16,30.38
16.09.22,17:00:01,0.60,0.48,0.06,29.35,29.43,26.81
16.09.22,18:00:01,0.10,0.08,0.06,28.74,28.63,26.05
16.09.22,19:00:01,0.08,0.09,0.06,18.80,18.16,16.24
16.09.22,20:00:01,0.09,0.10,0.06,0.85,0.34,0.03
16.09.22,21:00:01,0.09,0.10,0.06,0.53,0.19,0.00
16.09.22,22:00:01,0.09,0.10,0.06,0.33,0.11,0.00
16.09.22,23:00:01,0.09,0.10,0.06,0.11,0.05,0.00
17.09.22,00:00:01,0.09,0.10,0.06,0.00,0.02,0.00
17.09.22,01:00:01,0.09,0.10,0.06,0.00,0.02,0.00
17.09.22,02:00:01,0.09,0.10,0.06,0.08,0.04,0.00
17.09.22,03:00:01,0.09,0.10,0.06,0.14,0.06,0.00
17.09.22,04:00:01,0.09,0.10,0.06,0.17,0.08,0.00
17.09.22,05:00:01,0.09,0.10,0.06,0.44,0.25,0.01
17.09.22,06:00:01,0.07,0.08,0.07,21.97,18.38,16.28
17.09.22,07:00:01,0.32,0.26,0.06,29.41,27.11,24.57
17.09.22,08:00:01,0.85,0.74,0.07,32.59,27.53,24.87
17.09.22,09:00:01,1.30,1.41,0.07,37.20,33.36,30.32
17.09.22,10:00:01,1.33,2.10,0.07,37.83,37.73,34.52
17.09.22,11:00:01,1.37,0.85,0.06,37.45,38.29,35.08
17.09.22,12:00:02,1.08,0.81,0.06,37.91,38.39,35.13
17.09.22,13:00:01,1.02,0.77,0.06,37.56,38.19,34.91
17.09.22,14:00:01,0.98,0.74,0.06,37.68,38.28,35.03
17.09.22,15:00:01,0.99,0.74,0.05,36.96,37.91,34.71
17.09.22,16:00:01,0.98,0.73,0.05,36.63,38.01,34.79
17.09.22,17:00:01,0.98,0.77,0.06,31.34,35.78,32.74
17.09.22,18:00:01,0.37,0.39,0.06,29.08,30.01,27.21
